variant,source,target,weight
semantic_only,38,1336,0.0014395451871678233
semantic_only,38,1511,0.0014395451871678233
semantic_only,39,381,0.0039604054763913155
semantic_only,39,2646,0.0038912766613066196
semantic_only,39,2239,0.0038878971245139837
semantic_only,39,1522,0.0038093458861112595
semantic_only,39,1643,0.0038093458861112595
semantic_only,40,1364,0.003987784497439861
semantic_only,40,2174,0.0014939610846340656
semantic_only,40,2260,0.0014561329735442996
semantic_only,40,1921,0.0013883683132007718
semantic_only,40,332,0.0013578510843217373
semantic_only,41,1871,0.0019775661639869213
semantic_only,41,149,0.0018760841339826584
semantic_only,41,551,0.0018760841339826584
semantic_only,41,484,0.0018308707512915134
semantic_only,41,1500,0.0017479381058365107
semantic_only,42,1362,0.0028490335680544376
semantic_only,42,1372,0.0023493727203458548
semantic_only,42,190,0.002274770988151431
semantic_only,42,2461,0.0022429542150348425
semantic_only,42,1464,0.002191385021433234
semantic_only,43,1653,0.0039060015697032213
semantic_only,43,1369,0.003473022487014532
semantic_only,43,523,0.0032019682694226503
semantic_only,43,303,0.0031248012091964483
semantic_only,43,2047,0.002922983840107918
semantic_only,44,2701,0.002133093774318695
semantic_only,44,2698,0.0015780930407345295
semantic_only,44,182,0.0015496566193178296
semantic_only,44,1866,0.001461030333302915
semantic_only,44,229,0.001461030333302915
semantic_only,45,1497,0.0017210346413776278
semantic_only,45,2690,0.001615970628336072
semantic_only,45,1223,0.001505591906607151
semantic_only,45,329,0.0015055916737765074
semantic_only,45,1641,0.0014606385957449675
semantic_only,46,919,0.00602252222597599
semantic_only,46,1744,0.00491736875846982
semantic_only,46,1238,0.00491736875846982
semantic_only,46,2450,0.004258566070348024
semantic_only,46,686,0.004258566070348024
semantic_only,47,1707,0.0018663654336705804
semantic_only,47,735,0.0018663654336705804
semantic_only,47,739,0.001823454862460494
semantic_only,47,1955,0.001823454862460494
semantic_only,47,1904,0.001823454862460494
semantic_only,48,1615,0.0020233592949807644
semantic_only,48,2473,0.002007489325478673
semantic_only,48,2406,0.001892679138109088
semantic_only,48,182,0.0017385369865223765
semantic_only,48,197,0.0017297340091317892
semantic_only,49,1893,0.001379591878503561
semantic_only,49,402,0.001342796254903078
semantic_only,49,1038,0.0013087957631796598
semantic_only,49,2260,0.0013087957631796598
semantic_only,49,787,0.0012772539630532265
semantic_only,50,441,0.0016535489121451974
semantic_only,50,935,0.0016136985504999757
semantic_only,50,1370,0.0015911281807348132
semantic_only,50,2575,0.001494604628533125
semantic_only,50,1644,0.0014524947619065642
semantic_only,51,1785,0.0022882819175720215
semantic_only,51,2582,0.0022731777280569077
semantic_only,51,2541,0.002215619431808591
semantic_only,51,1429,0.002022574655711651
semantic_only,51,2613,0.0019817103166133165
semantic_only,52,1832,0.0028116253670305014
semantic_only,52,1839,0.002566650975495577
semantic_only,52,1283,0.0023762572091072798
semantic_only,52,1397,0.002287226961925626
semantic_only,52,2408,0.0022227850276976824
semantic_only,53,1739,0.0018744136905297637
semantic_only,53,526,0.0018269524443894625
semantic_only,53,1727,0.0018082141177728772
semantic_only,53,2691,0.0016677717212587595
semantic_only,53,629,0.0016677717212587595
semantic_only,54,656,0.0032470703590661287
semantic_only,54,522,0.002296025399118662
semantic_only,54,2428,0.002296025399118662
semantic_only,54,2234,0.002296025399118662
semantic_only,54,766,0.0018746969290077686
semantic_only,55,1079,0.0026776855811476707
semantic_only,55,1275,0.002129513770341873
semantic_only,55,717,0.0020632953383028507
semantic_only,55,1319,0.0017692612018436193
semantic_only,55,815,0.0017507638549432158
semantic_only,56,412,0.0032623473089188337
semantic_only,56,1372,0.0032550895120948553
semantic_only,56,1464,0.003036194946616888
semantic_only,56,1362,0.0029605322051793337
semantic_only,56,2183,0.0024413170758634806
semantic_only,57,717,0.001848494983278215
semantic_only,57,815,0.0017925712745636702
semantic_only,57,2163,0.0016352740349248052
semantic_only,57,1560,0.0015031168004497886
semantic_only,57,2360,0.0015031168004497886
semantic_only,58,1754,0.010529307648539543
semantic_only,58,1749,0.009586571715772152
semantic_only,58,1712,0.009118648245930672
semantic_only,58,2291,0.006964482367038727
semantic_only,58,1985,0.006964482367038727
semantic_only,59,2466,0.0032765348441898823
semantic_only,59,1037,0.002991053042933345
semantic_only,59,2523,0.0027691773138940334
semantic_only,59,1757,0.0027055093087255955
semantic_only,59,806,0.0027055093087255955
semantic_only,60,650,0.0015244540991261601
semantic_only,60,656,0.0011746707605198026
semantic_only,60,441,0.0011143904412165284
semantic_only,60,2054,0.0011143904412165284
semantic_only,60,1540,0.0011143904412165284
semantic_only,61,1602,0.002725403057411313
semantic_only,61,1927,0.001946716452948749
semantic_only,61,2059,0.001946716452948749
semantic_only,61,621,0.0019057284807786345
semantic_only,61,2234,0.0018672250444069505
semantic_only,62,350,0.00258536241017282
semantic_only,62,1578,0.0024526899214833975
semantic_only,62,1708,0.0024526899214833975
semantic_only,62,1702,0.0024375026114284992
semantic_only,62,28,0.002285158960148692
semantic_only,63,756,0.0019764357712119818
semantic_only,63,429,0.0016449696850031614
semantic_only,63,2474,0.001522946055047214
semantic_only,63,1517,0.001444793539121747
semantic_only,63,240,0.001444793539121747
semantic_only,64,1209,0.006471134722232819
semantic_only,64,2510,0.0018393746577203274
semantic_only,64,2291,0.001560761360451579
semantic_only,64,2618,0.001560761360451579
semantic_only,64,1090,0.001560761360451579
semantic_only,65,619,0.0018646684475243092
semantic_only,65,2074,0.001614850014448166
semantic_only,65,911,0.001614850014448166
semantic_only,65,771,0.0015430424828082323
semantic_only,65,1839,0.0015105538768693805
semantic_only,66,1659,0.005314737558364868
semantic_only,66,1405,0.005027238745242357
semantic_only,66,426,0.0046719154343008995
semantic_only,66,492,0.0046719154343008995
semantic_only,66,601,0.0039043703582137823
semantic_only,67,370,0.003631941042840481
semantic_only,67,2270,0.003256807569414377
semantic_only,67,801,0.003174343379214406
semantic_only,67,1953,0.0030978419817984104
semantic_only,67,854,0.0030266176909208298
semantic_only,68,1727,0.0015784134157001972
semantic_only,68,758,0.0014558194670826197
semantic_only,68,1737,0.0014558193506672978
semantic_only,68,919,0.0014408875722438097
semantic_only,68,1895,0.0013669460313394666
semantic_only,69,1340,0.0019263537833467126
semantic_only,69,2425,0.001874975161626935
semantic_only,69,1617,0.0017834570026025176
semantic_only,69,35,0.0017424526158720255
semantic_only,69,730,0.0017424526158720255
semantic_only,70,1537,0.0018651103600859642
semantic_only,70,1455,0.0018274271860718727
semantic_only,70,2023,0.0016918688779696822
semantic_only,70,647,0.0016529698623344302
semantic_only,70,612,0.0015670059947296977
semantic_only,71,1149,0.001812258269637823
semantic_only,71,2691,0.0014498067321255803
semantic_only,71,521,0.0014236820861697197
semantic_only,71,1746,0.0013896606396883726
semantic_only,71,686,0.0013317324919626117
semantic_only,72,2193,0.006107653491199017
semantic_only,72,1968,0.006107653491199017
semantic_only,72,1453,0.005524580832570791
semantic_only,72,1465,0.005289383698254824
semantic_only,72,1235,0.005289383232593536
semantic_only,73,1214,0.008765624836087227
semantic_only,73,867,0.0028143194504082203
semantic_only,73,562,0.002757458947598934
semantic_only,73,1984,0.002669897861778736
semantic_only,73,973,0.0026055537164211273
semantic_only,74,737,0.0018237014301121235
semantic_only,74,1741,0.001814467366784811
semantic_only,74,2177,0.0017194021493196487
semantic_only,74,18,0.0016311680665239692
semantic_only,74,1058,0.0016311680665239692
semantic_only,75,842,0.002519315807148814
semantic_only,75,1785,0.002398868091404438
semantic_only,75,2289,0.0023226942867040634
semantic_only,75,2464,0.0023226942867040634
semantic_only,75,2155,0.0020774807780981064
semantic_only,76,1668,0.0016948954435065389
semantic_only,76,93,0.0015568609815090895
semantic_only,76,1441,0.0014678225852549076
semantic_only,76,518,0.0014286736259236932
semantic_only,76,1105,0.0014286736259236932
semantic_only,77,2423,0.0019179362570866942
semantic_only,77,1803,0.0018286805134266615
semantic_only,77,1917,0.0015649241395294666
semantic_only,77,1340,0.001516261836513877
semantic_only,77,454,0.0014295453438535333
semantic_only,78,1418,0.004271331243216991
semantic_only,78,1329,0.002003431785851717
semantic_only,78,1906,0.0017919237725436687
semantic_only,78,2075,0.0016196786891669035
semantic_only,78,545,0.001602745265699923
semantic_only,79,506,0.0022922176867723465
semantic_only,79,1043,0.0021055364049971104
semantic_only,79,2177,0.001985118957236409
semantic_only,79,2022,0.0018378630047664046
semantic_only,79,1997,0.0017546137096360326
semantic_only,80,257,0.0031464239582419395
semantic_only,80,347,0.0026757819578051567
semantic_only,80,2054,0.002611839910969138
semantic_only,80,2408,0.0023598179686814547
semantic_only,80,2196,0.0023598179686814547
semantic_only,81,527,0.0021685438696295023
semantic_only,81,1397,0.0018408220494166017
semantic_only,81,315,0.0017889573937281966
semantic_only,81,1079,0.0017412432935088873
semantic_only,81,347,0.0017387029947713017
semantic_only,82,1531,0.006478212308138609
semantic_only,82,1101,0.006478212308138609
semantic_only,82,2673,0.005121476482599974
semantic_only,82,856,0.004741566255688667
semantic_only,82,1137,0.004435328766703606
semantic_only,83,2421,0.003182991174980998
semantic_only,83,562,0.0024627374950796366
semantic_only,83,567,0.0024464817252010107
semantic_only,83,1120,0.0024464817252010107
semantic_only,83,1041,0.0024183602072298527
semantic_only,84,1507,0.0033423430286347866
semantic_only,84,583,0.002796404529362917
semantic_only,84,12,0.0025011803954839706
semantic_only,84,1487,0.002501180162653327
semantic_only,84,278,0.002426501363515854
semantic_only,85,1986,0.0023932454641908407
semantic_only,85,1968,0.002393245231360197
semantic_only,85,326,0.002270431723445654
semantic_only,85,2055,0.0022563734091818333
semantic_only,85,873,0.0022563731763511896
semantic_only,86,566,0.0016231348272413015
semantic_only,86,2154,0.0014591641956940293
semantic_only,86,1010,0.0014239985030144453
semantic_only,86,2295,0.0014040814712643623
semantic_only,86,1017,0.0013606776483356953
semantic_only,87,778,0.0027505767066031694
semantic_only,87,539,0.0027223648503422737
semantic_only,87,175,0.0022686372976750135
semantic_only,87,1387,0.002208129735663533
semantic_only,87,921,0.0021827479358762503
semantic_only,88,1174,0.0032106894068419933
semantic_only,88,851,0.0025845549535006285
semantic_only,88,1489,0.0025685513392090797
semantic_only,88,702,0.0024869891349226236
semantic_only,88,818,0.002089488785713911
semantic_only,89,1443,0.0021829872857779264
semantic_only,89,2238,0.001793507020920515
semantic_only,89,430,0.0017863757675513625
semantic_only,89,2586,0.0017100418917834759
semantic_only,89,2434,0.001671001547947526
semantic_only,90,1727,0.0018858446273952723
semantic_only,90,686,0.0018259609350934625
semantic_only,90,919,0.0017215325497090816
semantic_only,90,2560,0.0017042302060872316
semantic_only,90,475,0.001675616716966033
semantic_only,91,2587,0.0038754581473767757
semantic_only,91,2001,0.0033093022648245096
semantic_only,91,1046,0.0027162181213498116
semantic_only,91,1556,0.0026474418118596077
semantic_only,91,2615,0.0025836387649178505
semantic_only,92,1236,0.0031179373618215322
semantic_only,92,1836,0.0030347774736583233
semantic_only,92,1165,0.002474270761013031
semantic_only,92,1504,0.0023642475716769695
semantic_only,92,71,0.0023144681472331285
semantic_only,93,1043,0.0068223183043301105
semantic_only,93,878,0.004824107512831688
semantic_only,93,594,0.004695441573858261
semantic_only,93,2194,0.004363569431006908
semantic_only,93,76,0.004267654847353697
semantic_only,94,195,0.004376330878585577
semantic_only,94,2193,0.0029220529831945896
semantic_only,94,1968,0.0029220529831945896
semantic_only,94,1453,0.0026430964935570955
semantic_only,94,1322,0.002616531914100051
semantic_only,95,525,0.001751231262460351
semantic_only,95,1628,0.0017068892484530807
semantic_only,95,763,0.0015323273837566376
semantic_only,95,2180,0.0014935280196368694
semantic_only,95,1340,0.0013494143495336175
semantic_only,96,1362,0.0025367699563503265
semantic_only,96,1849,0.002157134935259819
semantic_only,96,1074,0.002099601086229086
semantic_only,96,2614,0.0020464377012103796
semantic_only,96,190,0.002025448251515627
semantic_only,97,344,0.001997230341657996
semantic_only,97,1032,0.0016947060357779264
semantic_only,97,1982,0.0016199678648263216
semantic_only,97,559,0.0016199677484109998
semantic_only,97,801,0.0015789492754265666
semantic_only,98,630,0.002926491666585207
semantic_only,98,1220,0.0025084216613322496
semantic_only,98,2071,0.0025062430649995804
semantic_only,98,722,0.0023151682689785957
semantic_only,98,753,0.0022416519932448864
semantic_only,99,123,0.010258297435939312
semantic_only,99,2604,0.0049197059124708176
semantic_only,99,898,0.004559243097901344
semantic_only,99,1236,0.004509500693529844
semantic_only,99,2454,0.004278087988495827
semantic_only,100,1388,0.0017392185982316732
semantic_only,100,2056,0.0016902167117223144
semantic_only,100,2408,0.0014487571315839887
semantic_only,100,2196,0.0014487571315839887
semantic_only,100,34,0.001374411745928228
semantic_only,101,1149,0.0015802739653736353
semantic_only,101,2359,0.0014515742659568787
semantic_only,101,686,0.0014515742659568787
semantic_only,101,931,0.0014124794397503138
semantic_only,101,1067,0.0013827396323904395
semantic_only,102,2093,0.0019772492814809084
semantic_only,102,389,0.0018495469121262431
semantic_only,102,2650,0.0017954022623598576
semantic_only,102,2304,0.0017123478464782238
semantic_only,102,2598,0.0016347841592505574
semantic_only,103,2081,0.001830062479712069
semantic_only,103,2084,0.001761818421073258
semantic_only,103,1772,0.0017212468665093184
semantic_only,103,910,0.0016758235869929194
semantic_only,103,660,0.0016456259181722999
semantic_only,104,1552,0.0017027439316734672
semantic_only,104,109,0.0016519043128937483
semantic_only,104,54,0.001522980397567153
semantic_only,104,1146,0.0014654885744675994
semantic_only,104,1258,0.0014654885744675994
semantic_only,105,2651,0.0036435185465961695
semantic_only,105,1724,0.0014905303250998259
semantic_only,105,758,0.001427074195817113
semantic_only,105,848,0.0013249159092083573
semantic_only,105,1668,0.0012685103574767709
semantic_only,106,2461,0.003993138670921326
semantic_only,106,2183,0.003659771988168359
semantic_only,106,2457,0.0034136639442294836
semantic_only,106,499,0.0032023005187511444
semantic_only,106,1372,0.0032023005187511444
semantic_only,107,2685,0.002548789605498314
semantic_only,107,2450,0.0025287989992648363
semantic_only,107,919,0.002384174382314086
semantic_only,107,853,0.0021565670613199472
semantic_only,107,1744,0.0019466704688966274
semantic_only,108,2157,0.0044829752296209335
semantic_only,108,144,0.004317744635045528
semantic_only,108,145,0.0039423732087016106
semantic_only,108,1165,0.003749944968149066
semantic_only,108,898,0.0035831965506076813
semantic_only,109,1552,0.0016389674274250865
semantic_only,109,1805,0.0016349806683138013
semantic_only,109,1775,0.0014659370062872767
semantic_only,109,1442,0.0014306080993264914
semantic_only,109,104,0.0014048292068764567
semantic_only,110,1373,0.0023554908111691475
semantic_only,110,609,0.002020786050707102
semantic_only,110,833,0.0019566179253160954
semantic_only,110,1235,0.0019566176924854517
semantic_only,110,1924,0.0018638336332514882
semantic_only,111,919,0.004829191602766514
semantic_only,111,1489,0.004581373184919357
semantic_only,111,1150,0.0041822027415037155
semantic_only,111,1238,0.003943018615245819
semantic_only,111,1744,0.003943018615245819
semantic_only,112,244,0.0016654201317578554
semantic_only,112,2269,0.0016271293861791492
semantic_only,112,1773,0.0016271292697638273
semantic_only,112,1,0.0015913639217615128
semantic_only,112,655,0.0015764412237331271
semantic_only,113,904,0.002880315063521266
semantic_only,113,647,0.002814091742038727
semantic_only,113,1269,0.0027522360906004906
semantic_only,113,1630,0.0027522360906004906
semantic_only,113,540,0.0026677423156797886
semantic_only,114,610,0.0019464321667328477
semantic_only,114,969,0.0015892550582066178
semantic_only,114,2481,0.0015892550582066178
semantic_only,114,2696,0.0015606175875291228
semantic_only,114,1499,0.001552715664729476
semantic_only,115,2177,0.002115083858370781
semantic_only,115,488,0.001813669572584331
semantic_only,115,1163,0.0017625701148062944
semantic_only,115,277,0.001726958784274757
semantic_only,115,694,0.001715559628792107
semantic_only,116,2394,0.002450400497764349
semantic_only,116,2396,0.001859935699030757
semantic_only,116,678,0.0018171729752793908
semantic_only,116,822,0.0017219660803675652
semantic_only,116,566,0.0015575768193230033
semantic_only,117,259,0.002701088320463896
semantic_only,117,468,0.0020258161239326
semantic_only,117,2537,0.0020258161239326
semantic_only,117,2190,0.0019269356271252036
semantic_only,117,1930,0.0018396517261862755
semantic_only,118,1343,0.0020813734736293554
semantic_only,118,1507,0.0019667132291942835
semantic_only,118,96,0.0018412905046716332
semantic_only,118,1498,0.0017847629496827722
semantic_only,118,2496,0.0017344780499115586
semantic_only,119,2621,0.0027896410319954157
semantic_only,119,2269,0.0026598183903843164
semantic_only,119,739,0.0026598183903843164
semantic_only,119,890,0.0025935349985957146
semantic_only,119,857,0.0025465823709964752
semantic_only,120,1997,0.0029842627700418234
semantic_only,120,968,0.0029842627700418234
semantic_only,120,18,0.002669205656275153
semantic_only,120,1252,0.0024366402067244053
semantic_only,120,539,0.002110192319378257
semantic_only,121,1624,0.002498040674254298
semantic_only,121,1253,0.002038255101069808
semantic_only,121,1158,0.0019953399896621704
semantic_only,121,887,0.00195502582937479
semantic_only,121,680,0.001873530331067741
semantic_only,122,2300,0.0022177807986736298
semantic_only,122,908,0.0020992907229810953
semantic_only,122,1482,0.002032629679888487
semantic_only,122,2479,0.0019719405099749565
semantic_only,122,109,0.001971940277144313
semantic_only,123,99,0.008062448352575302
semantic_only,123,2604,0.004105196800082922
semantic_only,123,2454,0.0036718000192195177
semantic_only,123,898,0.0034239713568240404
semantic_only,123,1236,0.0033866148442029953
semantic_only,124,1705,0.0020302387420088053
semantic_only,124,1193,0.0018347186269238591
semantic_only,124,1773,0.0017493354389443994
semantic_only,124,1604,0.0015347161097452044
semantic_only,124,2080,0.0015132505213841796
semantic_only,125,1122,0.003665566211566329
semantic_only,125,203,0.003207370638847351
semantic_only,125,747,0.003174473997205496
semantic_only,125,1953,0.002938991878181696
semantic_only,125,857,0.002749175298959017
semantic_only,126,687,0.0018268624553456903
semantic_only,126,1488,0.0017578991828486323
semantic_only,126,345,0.0017110134940594435
semantic_only,126,332,0.0015551286051049829
semantic_only,126,2276,0.00154054572340101
semantic_only,127,1165,0.005381125956773758
semantic_only,127,2207,0.004931882955133915
semantic_only,127,2604,0.004931882955133915
semantic_only,127,1836,0.004525806754827499
semantic_only,127,99,0.004304900765419006
semantic_only,128,2289,0.0028083263896405697
semantic_only,128,1409,0.002182314870879054
semantic_only,128,329,0.0020932029001414776
semantic_only,128,321,0.002093202667310834
semantic_only,128,676,0.0020525541622191668
semantic_only,129,628,0.0021846089512109756
semantic_only,129,1248,0.0017811235738918185
semantic_only,129,1735,0.0017019226215779781
semantic_only,129,47,0.0016031942795962095
semantic_only,129,676,0.0016007260419428349
semantic_only,130,2177,0.0018046696204692125
semantic_only,130,1982,0.001756536541506648
semantic_only,130,2050,0.001756536541506648
semantic_only,130,1479,0.001712059834972024
semantic_only,130,1984,0.001712059834972024
semantic_only,131,687,0.001927677309140563
semantic_only,131,2359,0.0018887304468080401
semantic_only,131,1149,0.0015421418938785791
semantic_only,131,905,0.0014425416011363268
semantic_only,131,2168,0.0014425416011363268
semantic_only,132,646,0.0028172715101391077
semantic_only,132,1955,0.002686162944883108
semantic_only,132,904,0.0024057035334408283
semantic_only,132,2269,0.0023503925185650587
semantic_only,132,1904,0.0023503925185650587
semantic_only,133,1787,0.0025217507500201464
semantic_only,133,1204,0.0023020331282168627
semantic_only,133,2504,0.0020508139859884977
semantic_only,133,288,0.002003662521019578
semantic_only,133,2080,0.0019412448164075613
semantic_only,134,2522,0.0018662756774574518
semantic_only,134,548,0.001632991130463779
semantic_only,134,1818,0.0015603768406435847
semantic_only,134,2177,0.0015118559822440147
semantic_only,134,2050,0.001471532741561532
semantic_only,135,1490,0.0064233047887682915
semantic_only,135,2089,0.0020664678886532784
semantic_only,135,2295,0.0019884598441421986
semantic_only,135,1192,0.001886418554931879
semantic_only,135,2665,0.001886418554931879
semantic_only,136,1778,0.0019991982262581587
semantic_only,136,2086,0.0017313564894720912
semantic_only,136,1121,0.0016323383897542953
semantic_only,136,184,0.001566070830449462
semantic_only,136,1638,0.0015316474018618464
semantic_only,137,2144,0.004451333079487085
semantic_only,137,2095,0.0038197620306164026
semantic_only,137,2505,0.0030408394522964954
semantic_only,137,1009,0.0016253972426056862
semantic_only,137,1505,0.0014528112951666117
